Scope	Category	Source	Domain	Date
Global	Health	http://ucrtoday.ucr.edu/30416	www.ucrtoday.ucr.edu	2015-08-04
Global	Health	http://www.nbcnewyork.com/news/local/Legionnaires-Disease-Deaths-Hospitalizations-New-York-City-320832101.html?_osource=SocialFlowTwt_NYBrand	www.nbcnewyork.com	2015-08-05
Global	International Relations	http://www.bangkokpost.com/news/security/645092/soldiers-killed-5-cambodians-since-jan-phnom-penh-says	www.bangkokpost.com	2015-08-05
Global	International Relations	https://news.yahoo.com/south-korea-us-begin-military-drill-despite-north-004752035.html;_ylt=A0SO8yBMQtFVcDgATnJXNyoA;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--	www.news.yahoo.com	2015-08-17
Global	International Relations	http://www.aljazeera.com/news/2015/08/south-sudan-sign-peace-deal-face-sanctions-150819070307800.html	www.aljazeera.com	2015-08-19
Global	Disaster and Accidents	http://www.hindustantimes.com/world-news/philippines-typhoon-goni-weakens-few-people-dead-missing/article1-1382901.aspx	www.hindustantimes.com	2015-08-22
Global	Law and Crime	https://www.theguardian.com/world/2015/aug/23/malaysia-finds-mass-graves-of-24-suspected-human-trafficking-victims?CMP=twt_gu	www.theguardian.com	2015-08-23
Global	Conflicts and Attacks	http://www.foxnews.com/world/2015/08/25/police-girl-suicide-bomber-kills-5-injures-41-in-boko-haram-bus-station-attack/	www.foxnews.com	2015-08-25
Global	Art and Culture	http://www.foxnews.com/world/2015/08/31/isis-damages-ancient-temple-in-syria-palmyra-activists-say/	www.foxnews.com	2015-08-30
Global	Sport	https://news.yahoo.com/2022-commonwealth-games-awarded-durban-045622618.html	www.news.yahoo.com	2015-09-02
Global	Business and Economy	https://www.reuters.com/article/2015/09/04/us-goodtechnology-m-a-blackberry-idUSKCN0R41C520150904	www.reuters.com	2015-09-04
Global	Health	http://timesofindia.indiatimes.com/city/delhi/Dengue-outbreak-Government-orders-hospitals-to-defer-all-planned-surgeries/articleshow/49029123.cms	www.timesofindia.indiatimes.com	2015-09-19
Global	Business and Economy	https://www.bbc.com/news/live/business-34287535?ns_mchannel=social&ns_campaign=bbc_breaking&ns_source=twitter&ns_linkname=news_central	www.bbc.com	2015-09-23
Global	Sport	https://www.bbc.co.uk/sport/0/rugby-union/34413339	www.bbc.co.uk	2015-10-03
Global	Health	http://time.com/4065010/ebola-free-world-west-africa/?xid=gonewsedit&google_editors_picks=true	www.time.com	2015-10-07
Global	Health	https://www.usatoday.com/story/news/2015/10/20/american-cancer-society-say-women-should-start-mammograms-45/74232470/; https://www.reuters.com/article/2015/10/20/us-mammogram-guidelines-shift-idUSKCN0SE1ZQ20151020	www.usatoday.com; www.reuters.com	2015-10-20
Global	Sport	https://www.theguardian.com/sport/2015/oct/25/lewis-hamilton-wins-f1-world-title-third-time-us-grand-prix	www.theguardian.com	2015-10-25
Global	Science and Technology	https://www.telegraph.co.uk/news/earth/environment/globalwarming/11956627/Persian-Gulf-could-be-too-hot-for-humans-by-2100.html	www.telegraph.co.uk	2015-10-26
Global	Disaster and Accidents	http://www.kyivpost.com/content/ukraine/international-committee-of-red-cross-hundreds-of-people-affected-by-explosion-of-ammunition-depot-401077.html; http://en.interfax.com.ua/news/general/301051.html	www.kyivpost.com; www.en.interfax.com.ua	2015-10-29
Global	Sport	http://espn.go.com/mlb/playoffs2015/story/_/id/14034579/salvador-perez-kansas-city-royals-named-world-series-mvp	www.espn.go.com	2015-11-01
Global	Politics	http://www.politico.com/story/2015/11/lawrence-lessig-drops-out-215443; https://www.theatlantic.com/politics/archive/2015/11/2016-election/384828/; https://www.youtube.com/watch?v=u4IsqmMqCEo	www.politico.com; www.theatlantic.com; www.youtube.com	2015-11-02
Global	Business and Economy	http://www.skynews.com.au/business/business/world/2015/11/16/japan-sinks-into-recession.html	www.skynews.com.au	2015-11-16
Global	Art and Culture	http://www.deseretnews.com/article/865641950/First-presidency-addresses-new-policy.html	www.deseretnews.com	2015-11-19
Global	Law and Crime	http://www.dailystar.com.lb/News/World/2015/Nov-29/325110-german-police-tackle-mass-brawl-at-berlin-refugee-shelter.ashx	www.dailystar.com.lb	2015-11-29
Global	Conflicts and Attacks	https://www.nytimes.com/2015/12/08/us/fbi-says-san-bernardino-assailants-were-radicalized.html	www.nytimes.com	2015-12-08
Global	Business and Economy	http://www.seattletimes.com/business/boeing-aerospace/boeing-unveils-the-first-737-max-and-its-new-production-line/; http://www.seattlepi.com/business/boeing/article/Boeing-rolls-out-new-737-MAX-8-airplane-6683288.php	www.seattletimes.com; www.seattlepi.com	2015-12-08
Global	Health	https://www.reuters.com/article/us-merck-co-fda-bridion-idUSKBN0TY2TK20151215; http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm477512.htm	www.reuters.com; www.fda.gov	2015-12-15
Global	International Relations	https://www.independent.co.uk/news/world/europe/germany-recruits-8500-teachers-to-teach-german-to-child-refugees-a6788681.html; http://edition.cnn.com/2015/12/28/europe/germany-refugees-8500-new-teachers/index.html	www.independent.co.uk; www.edition.cnn.com	2015-12-28
Global	Business and Economy	http://www.businessinsider.com.au/chinas-currency-rout-is-rocking-markets-again-2016-1?wt=2	www.businessinsider.com.au	2016-01-07
Global	Business and Economy	https://www.reuters.com/article/china-csrc-rules-idUSB9N14P03320160107	www.reuters.com	2016-01-07
Global	Science and Technology	https://www.forbes.com/sites/gordonkelly/2016/01/12/microsoft-abandons-windows-8/	www.forbes.com	2016-01-12
Global	Law and Crime	http://news.trust.org/item/20160115035300-wbyt0	www.news.trust.org	2016-01-15
Global	Health	http://www.abc.net.au/news/2016-01-17/sierra-leone-ebola-case-more-than-100-quarantined/7093744	www.abc.net.au	2016-01-17
Global	International Relations	https://www.telegraph.co.uk/news/worldnews/europe/eu/12119799/Greece-threatened-with-expulsion-from-Schengen-free-movement-zone.html	www.telegraph.co.uk	2016-01-25
Global	Law and Crime	http://www.startribune.com/china-sentences-3-rights-activists-to-prison-amid-crackdown/366949461/	www.startribune.com	2016-01-29
Global	Business and Economy	https://www.cnbc.com/2016/01/30/; http://www.csmonitor.com/USA/Society/2016/0130/Why-Facebook-is-banning-gun-sales-from-site	www.cnbc.com; www.csmonitor.com	2016-01-30
Global	Health	https://www.usatoday.com/story/news/2016/01/30/jamaica-reports-first-case-zika-virus/79563246/	www.usatoday.com	2016-01-30
Global	Politics	https://www.reuters.com/article/us-haiti-election-idUSKCN0VG11L; https://www.theguardian.com/world/2016/feb/07/haiti-carnival-delayed-government-protest-michel-martelly	www.reuters.com; www.theguardian.com	2016-02-07
Global	Health	https://www.reuters.com/article/us-hawaii-dengue-idUSKCN0VI0G2; http://www.huffingtonpost.com/entry/hawaii-dengue-emergency_us_56b92060e4b04f9b57dadece	www.reuters.com; www.huffingtonpost.com	2016-02-08
Global	Science and Technology	http://www.nature.com/news/einstein-s-gravitational-waves-found-at-last-1.19361; https://www.theguardian.com/science/across-the-universe/live/2016/feb/11/gravitational-wave-announcement-latest-physics-einstein-ligo-black-holes-live; https://www.nytimes.com/2016/02/12/science/ligo-gravitational-waves-black-holes-einstein.html; http://journals.aps.org/prl/abstract/10.1103/PhysRevLett.116.061102	www.nature.com; www.theguardian.com; www.nytimes.com; www.journals.aps.org	2016-02-11
Global	Business and Economy	https://www.theguardian.com/business/2016/feb/17/bombardier-7000-job-losses-worldwide	www.theguardian.com	2016-02-17
Global	Conflicts and Attacks	http://uk.reuters.com/article/uk-mideast-crisis-syria-idUKKCN0VW1IM	www.uk.reuters.com	2016-02-23
Global	Health	http://www.nbcnews.com/storyline/zika-virus-outbreak/now-it-s-15-cases-sexually-transmitted-zika-virus-us-n524286	www.nbcnews.com	2016-02-23
Global	International Relations	http://www.skynews.com.au/news/world/asiapacific/2016/03/04/north-korea-fires-shots-after-un-sanctions.html	www.skynews.com.au	2016-03-03
Global	Conflicts and Attacks	http://uk.reuters.com/article/uk-yemen-security-idUKKCN0WF04F	www.uk.reuters.com	2016-03-12
Global	Art and Culture	https://www.theguardian.com/world/2016/mar/17/hidden-rooms-tutankhamun-tomb-new-treasures-queen-nefertiti	www.theguardian.com	2016-03-17
Global	Sport	http://edition.cnn.com/2016/03/24/football/football-johan-cruyff-death/index.html	www.edition.cnn.com	2016-03-24
Global	Art and Culture	https://www.theguardian.com/world/2016/mar/27/easter-rising-centenary-to-be-marked-in-dublin-gpo-amid-heavy-security	www.theguardian.com	2016-03-27
Global	Conflicts and Attacks	http://www.upi.com/Top_News/World-News/2016/03/29/Brussels-May-take-weeks-for-airport-to-fully-reopen-death-toll-lowered-to-32/8081459256059/?spt=hs&or=tn_int	www.upi.com	2016-03-29
Global	Politics	http://www.cnn.com/2016/04/11/politics/democracy-spring-arrests-protests-washington/index.html; http://www.democracyspring.org	www.cnn.com; www.democracyspring.org	2016-04-11
Global	Science and Technology	http://www.bbc.co.uk/newsbeat/article/36022065/what-lsd-does-to-your-brain; http://www.nature.com/news/brain-scans-reveal-how-lsd-affects-consciousness-1.19727	www.bbc.co.uk; www.nature.com	2016-04-12
Global	Conflicts and Attacks	https://www.bbc.com/news/world-africa-36064710	www.bbc.com	2016-04-16
Global	International Relations	http://www.thesun.co.uk/sol/homepage/news/politics/7095695/UK-and-America-can-better-friends-than-ever-Mr-Obama-if-we-LEAVE-the-EU-says-Boris-Johnson.html	www.thesun.co.uk	2016-04-22
Global	Art and Culture	http://www.france24.com/en/20160423-spain-marks-400th-anniversary-cervantes-death-don-quixote?ns_campaign=reseaux_sociaux&ns_source=twitter&ns_mchannel=social&ns_linkname=editorial&aef_campaign_ref=partage_aef&aef_campaign_date=2016-04-23&dlvrit=66745	www.france24.com	2016-04-23
Global	Sport	http://espn.go.com/nba/story/_/id/15355486/stephen-curry-golden-state-warriors-least-2-weeks-sprained-mcl	www.espn.go.com	2016-04-25
Global	Disaster and Accidents	http://www.capitalfm.co.ke/news/2016/04/3-people-dead-floods-wreak-havoc-nairobi/	www.capitalfm.co.ke	2016-04-30
Global	Sport	http://www.therepublic.com/view/story/fb2eafb5669c4bcf96c1bae8422cb55b/SOC--UEFA-Kosovo	www.therepublic.com	2016-05-03
Global	Law and Crime	http://in.reuters.com/article/rwanda-warcrimes-idINKCN0Y70ZW; http://www.thelocal.se/20160516/swedish-rwanda-genocide-suspect-sentenced-to-life-imprisonment	www.in.reuters.com; www.thelocal.se	2016-05-16
Global	Politics	http://news.xinhuanet.com/english/2016-05/19/c_135372534.htm	www.news.xinhuanet.com	2016-05-19
Global	Disaster and Accidents	https://www.yahoo.com/news/200-000-flee-capital-sri-lanka-flood-misery-071238369.html?ref=gs	www.yahoo.com	2016-05-20
Global	Health	http://www.dailymail.co.uk/health/article-3601001/Zika-strain-Americas-outbreak-spreads-Africa-time-WHO.html; http://www.cidrap.umn.edu/news-perspective/2016/05/cape-verde-zika-virus-matches-americas-strain-threatening-africa	www.dailymail.co.uk; www.cidrap.umn.edu	2016-05-21
Global	Disaster and Accidents	http://www.dailymail.co.uk/news/article-3606113/MS804-did-NOT-swerve-lose-altitude-vanished-says-Egypt-air-traffic-official-memorial-service-held-66-victims-Cairo-mosque.html	www.dailymail.co.uk	2016-05-24
Global	Health	https://www.nytimes.com/2016/05/28/health/cancer-study-radiation-cellphones.html; http://biorxiv.org/content/early/2016/05/26/055699	www.nytimes.com; www.biorxiv.org	2016-05-27
Global	Politics	https://www.theguardian.com/politics/2016/may/23/purdah-period-silence-officials-eu-referendum-friday	www.theguardian.com	2016-05-27
Global	Sport	https://www.bbc.co.uk/news/business-36341546	www.bbc.co.uk	2016-05-31
Global	Health	https://www.nytimes.com/2016/06/10/health/zika-virus-pregnancy-who.html	www.nytimes.com	2016-06-09
Global	Science and Technology	https://www.theguardian.com/science/2016/jun/15/gravitational-waves-detected-from-collision-of-second-set-of-black-holes-ligo; https://www.bbc.com/news/science-environment-36540254	www.theguardian.com; www.bbc.com	2016-06-15
Global	Law and Crime	https://www.bbc.com/news/world-asia-china-36549266	www.bbc.com	2016-06-16
Global	Law and Crime	http://www.rappler.com/nation/137550-duterte-death-penalty-hang-criminals	www.rappler.com	2016-06-24
Global	Conflicts and Attacks	http://www.rferl.org/content/syrian-rebels-recapturing-islamic-state-town/27826764.html	www.rferl.org	2016-06-28
Global	Politics	https://www.nytimes.com/2016/07/22/us/politics/donald-trump-rnc-speech.html	www.nytimes.com	2016-07-21
Global	Sport	https://www.bbc.com/sport/olympics/36855244	www.bbc.com	2016-07-21
Global	Science and Technology	https://www.usatoday.com/story/weather/2016/07/25/entire-usa-heat-wave-warm-forecast/87528944/	www.usatoday.com	2016-07-26
Global	Business and Economy	http://www.marketwatch.com/story/bank-of-japan-oks-more-stimulus-keeps-rate-steady-2016-07-29?mod=markets_twitter_new&link=sfmw_tw	www.marketwatch.com	2016-07-29
Global	Politics	http://www.washingtonexaminer.com/clinton-campaign-hacked/article/2598179; http://www.foxnews.com/politics/2016/07/29/fbi-investigating-apparent-cyberattack-on-clinton-campaign.html	www.washingtonexaminer.com; www.foxnews.com	2016-07-29
Global	Conflicts and Attacks	https://www.reuters.com/article/us-mideast-crisis-syria-idlib-idUSKCN10D0OZ?il=0	www.reuters.com	2016-08-02
Global	Science and Technology	https://www.bbc.com/news/world-asia-china-36972205	www.bbc.com	2016-08-04
Global	Health	http://www.channelnewsasia.com/news/asiapacific/hong-kong-confirms-first/3074466.html	www.channelnewsasia.com	2016-08-25
Global	Conflicts and Attacks	http://timesofindia.indiatimes.com/india/JampK-unrest-Curfew-lifted-in-valley-after-52-days/articleshow/53920273.cms	www.timesofindia.indiatimes.com	2016-08-29
Global	Health	http://www.nbcnews.com/storyline/zika-virus-outbreak/zika-starts-take-hold-singapore-n639301	www.nbcnews.com	2016-08-29
Global	Science and Technology	http://news.nationalgeographic.com/2016/08/wildlife-african-elephants-population-decrease-great-elephant-census/; https://peerj.com/articles/2354/	www.news.nationalgeographic.com; www.peerj.com	2016-08-31
Global	Science and Technology	http://nature.com/articles/doi:10.1038/nature19355	www.nature.com	2016-08-31
Global	International Relations	http://www.cnn.com/2016/09/05/politics/obama-putin-syria-ceasefire-talks/	www.cnn.com	2016-09-05
Global	Conflicts and Attacks	https://www.bbc.com/news/world-asia-37283543	www.bbc.com	2016-09-06
Global	Health	http://www.abc.net.au/news/2016-09-06/zika-virus-case-confirmed-in-philippines/7817378	www.abc.net.au	2016-09-06
Global	Sport	https://www.usatoday.com/story/sports/olympics/rio-2016/2016/09/08/ryan-lochte-suspension-10-months/89997842/	www.usatoday.com	2016-09-08
Global	Health	http://www.straitstimes.com/asia/se-asia/philippines-reports-2-new-zika-cases-brings-total-to-8	www.straitstimes.com	2016-09-13
Global	Law and Crime	http://www.nydailynews.com/new-york/arsonist-torched-87-people-happy-land-club-died-prison-article-1.2791168	www.nydailynews.com	2016-09-13
Global	Conflicts and Attacks	http://hosted.ap.org/dynamic/stories/M/ML_IRAQ?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT	www.hosted.ap.org	2016-09-24
Global	Business and Economy	https://www.bbc.com/news/business-37503116	www.bbc.com	2016-09-29
Global	Sport	https://www.fifa.com/u17womensworldcup/news/y=2016/m=9/news=football-gives-brief-moment-of-relief-to-al-zaatari-s-refugee-girls-2838110.html	www.fifa.com	2016-09-30
Global	Health	https://www.bbc.com/news/world-asia-37615427	www.bbc.com	2016-10-11
Global	Business and Economy	http://www.latimes.com/business/la-fi-tn-google-news-20161014-snap-story.html	www.latimes.com	2016-10-15
Global	International Relations	https://www.theguardian.com/world/2016/oct/20/philippines-president-duterte-says-time-to-say-goodbye-to-america	www.theguardian.com	2016-10-20
Global	Conflicts and Attacks	http://www.chicagotribune.com/news/nationworld/ct-iraq-mosul-islamic-state-20161101-story.html	www.chicagotribune.com	2016-11-01
Global	Law and Crime	http://insider.foxnews.com/2016/11/05/donald-trump-rape-accuser-drops-lawsuit-third-time-again	www.insider.foxnews.com	2016-11-05
Global	International Relations	https://www.bbc.com/news/world-europe-37895581	www.bbc.com	2016-11-07
Global	Politics	https://www.bbc.co.uk/news/election-us-2016-37932231	www.bbc.co.uk	2016-11-10
Global	Business and Economy	https://www.reuters.com/article/us-harman-intl-ind-samsung-elec-idUSKBN1390O9	www.reuters.com	2016-11-14
Global	Health	https://www.nytimes.com/2016/11/19/health/who-ends-zika-global-health-emergency.html?emc=edit_na_20161118&nlid=66213151&ref=cta	www.nytimes.com	2016-11-18
Global	International Relations	http://www.huffingtonpost.com/entry/iran-nuclear-deal_us_58356d9de4b09b6055ffa140	www.huffingtonpost.com	2016-11-23
Global	Science and Technology	http://mobile.reuters.com/article/newsOne/idUSKBN13O059	www.mobile.reuters.com	2016-11-29
Global	Art and Culture	http://www.cbsnews.com/pictures/kirk-douglas-100/	www.cbsnews.com	2016-12-09
Global	Law and Crime	http://www.cbsnews.com/news/will-smith-case-cardell-hayes-found-guilty-of-manslaughter-in-fatal-shooting-of-ex-saints-player/	www.cbsnews.com	2016-12-11
Global	Health	https://www.npr.org/sections/goatsandsoda/2016/12/22/506600875/first-ebola-vaccine-likely-to-stop-the-next-outbreak	www.npr.org	2016-12-22
Global	Art and Culture	https://www.bbc.com/news/entertainment-arts-38455777	www.bbc.com	2016-12-28
Global	Law and Crime	https://www.theguardian.com/world/2016/dec/28/israel-attorney-general-orders-criminal-probe-benjamin-netanyahu	www.theguardian.com	2016-12-28
Global	International Relations	https://www.bbc.com/news/world-us-canada-38463025	www.bbc.com	2016-12-29
Global	Disaster and Accidents	https://www.reuters.com/article/us-india-mine-collapse-idUSKBN14J0F0; http://edition.cnn.com/2016/12/30/asia/mine-collapse-india/index.html	www.reuters.com; www.edition.cnn.com	2016-12-30
Global	Sport	https://www.theguardian.com/uk-news/2016/dec/30/andy-murray-knighted-in-new-year-honours-list-rewarding-uk-sport-stars-mo-farah-ennis-hill	www.theguardian.com	2016-12-30
Global	Law and Crime	http://abc7ny.com/news/watch-police-searching-for-3-men-involved-in-$6-million-midtown-jewelry-heist/1683131/	www.abc7ny.com	2017-01-01
Global	Science and Technology	http://scitechdaily.com/ucla-study-shows-the-moon-is-older-than-previously-thought/; https://www.independent.co.uk/news/science/moon-age-how-old-earth-planet-satellite-science-scientists-ucla-a7524071.html	www.scitechdaily.com; www.independent.co.uk	2017-01-13
Global	Business and Economy	https://www.reuters.com/article/us-uber-ftc-idUSKBN15334C	www.reuters.com	2017-01-19
Global	Business and Economy	http://www.japantimes.co.jp/news/2017/01/17/national/symbols-toilet-functions-unified-japan/; http://www.bbc.co.uk/programmes/p04q0qk0; https://www.theguardian.com/world/2017/jan/18/japan-to-end-tourists-toilet-trouble-with-standardised-buttons-olympics; http://www.sanitary-net.com/news/news1142	www.japantimes.co.jp; www.bbc.co.uk; www.theguardian.com; www.sanitary-net.com	2017-01-20
Global	Art and Culture	https://www.tasnimnews.com/en/news/2017/01/24/1306527/mashhad-officially-becomes-2017-capital-of-islamic-culture	www.tasnimnews.com	2017-01-24
Global	International Relations	http://www.aljazeera.com/news/2017/01/green-light-153-east-jersualem-settler-homes-170126150258620.html	www.aljazeera.com	2017-01-27
Global	Science and Technology	https://www.bbc.com/news/world-asia-india-38977803	www.bbc.com	2017-02-15
Global	Business and Economy	https://www.androidheadlines.com/2017/02/amazon-creating-15000-new-european-jobs-2017.html; http://www.euronews.com/2017/02/20/amazon-to-add-15000-jobs-across-europe-5000-in-britain	www.androidheadlines.com; www.euronews.com	2017-02-20
Global	Health	http://www.cnn.com/2017/02/20/africa/south-sudan-famine/index.html	www.cnn.com	2017-02-21
Global	International Relations	https://www.bbc.com/news/world-latin-america-39073367	www.bbc.com	2017-02-24
Global	Art and Culture	http://abcnews.go.com/Entertainment/oscars-2017-complete-winners-list/story?id=45718405	www.abcnews.go.com	2017-02-26
Global	Politics	https://www.reuters.com/article/us-usa-trump-budget-idUSKBN1661R2	www.reuters.com	2017-02-28
Global	Art and Culture	https://www.theguardian.com/world/2017/mar/22/israel-whisky-gin-bottles-first-world-war	www.theguardian.com	2017-03-22
Global	Conflicts and Attacks	https://www.bbc.co.uk/news/world-asia-39365330	www.bbc.co.uk	2017-03-23
Global	Environment	https://www.theguardian.com/environment/2017/mar/23/night-parrot-sighting-confirmed-in-western-australia-for-first-time-in-100-years	www.theguardian.com	2017-03-23
Global	Art and Culture	http://www.cbc.ca/news/entertainment/cdn-coin-berlin-stolen-1.4042325	www.cbc.ca	2017-03-27
Global	Conflicts and Attacks	https://www.reuters.com/article/us-pakistan-blast-idUSKBN1720L2?feedType=RSS&feedName=topNews	www.reuters.com	2017-03-31
Global	Disaster and Accidents	https://www.reuters.com/article/us-sweden-accident-idUSKBN1740A9	www.reuters.com	2017-04-02
Global	Art and Culture	http://www.aljazeera.com/news/2017/04/pyramid-remains-discovered-south-cairo-170403102437622.html; https://www.bbc.com/news/world-middle-east-39484988	www.aljazeera.com; www.bbc.com	2017-04-03
Global	Conflicts and Attacks	https://www.bbc.co.uk/news/world-africa-39600419	www.bbc.co.uk	2017-04-14
Global	Art and Culture	http://www.nbcnews.com/news/us-news/first-look-what-obama-s-presidential-center-has-store-chicago-n754456	www.nbcnews.com	2017-05-03
Global	Law and Crime	https://www.independent.co.uk/news/world/europe/france-ban-captive-breeding-killer-whales-dolphins-a7722701.html	www.independent.co.uk	2017-05-07
Global	Politics	http://www.aljazeera.com/news/2017/05/bahamas-elects-hubert-minnis-prime-minister-170511092838273.html	www.aljazeera.com	2017-05-10
Global	Disaster and Accidents	https://www.bbc.co.uk/news/world-asia-39989992	www.bbc.co.uk	2017-05-21
Global	Conflicts and Attacks	https://www.independent.co.uk/news/world/africa/minya-bus-shooting-coptic-christians-killed-injured-egypt-gun-attack-anba-samuel-monastery-a7756906.html	www.independent.co.uk	2017-05-26
Global	Law and Crime	https://www.reuters.com/article/us-chipotle-cyber-idUSKBN18M2BY?il=0	www.reuters.com	2017-05-26
Global	Law and Crime	https://www.reuters.com/article/us-france-degaulle-idUSKBN18N0WQ?il=0	www.reuters.com	2017-05-27
Global	Conflicts and Attacks	http://www.telesurtv.net/english/news/Duterte-Govt-Cancels-Peace-Talks-With-Leftists-Attacks-Communist-Fighters-and-Peasants-20170527-0020.html	www.telesurtv.net	2017-05-28
Global	Business and Economy	https://www.reuters.com/article/us-japan-tobacco-strategy-idUSKBN18P12F	www.reuters.com	2017-05-29
Global	Business and Economy	https://www.reuters.com/article/us-usa-fed-kaplan-idUSKBN19B2XO	www.reuters.com	2017-06-20
Global	Disaster and Accidents	http://news.sky.com/story/camden-evacuates-tower-block-after-grenfell-fire-10925449	www.news.sky.com	2017-06-23
Global	Law and Crime	https://www.theguardian.com/world/2017/jun/26/nobel-laureate-liu-xiaobo-released-from-chinese-prison-after-cancer-diagnosis	www.theguardian.com	2017-06-26
Global	Politics	http://www.euronews.com/2017/06/30/french-far-right-leader-marine-le-pen-placed-under-formal-investigation-on; http://www.cbsnews.com/news/marine-le-pen-far-right-leader-france-charged-misuse-european-parliament-funds/	www.euronews.com; www.cbsnews.com	2017-06-30
Global	Disaster and Accidents	https://www.reuters.com/article/us-bangladesh-blast-idUSKBN19P0A0?il=0	www.reuters.com	2017-07-04
Global	Business and Economy	https://www.nytimes.com/2017/07/05/business/energy-environment/volvo-hybrid-electric-car.html	www.nytimes.com	2017-07-05
Global	Art and Culture	https://www.bbc.co.uk/news/world-middle-east-40530396	www.bbc.co.uk	2017-07-07
Global	Health	http://www.cnn.com/2017/07/10/health/coffee-leads-to-longer-life-studies-reaffirm/index.html	www.cnn.com	2017-07-10
Global	Health	http://www.cbc.ca/news/health/meningitis-vaccine-offers-some-defence-against-gonorrhea-study-finds-1.4198771	www.cbc.ca	2017-07-11
Global	Science and Technology	https://www.theverge.com/2017/7/12/15958030/net-neutrality-day-of-action-internet-companies-list	www.theverge.com	2017-07-12
Global	Law and Crime	https://www.bbc.com/news/world-europe-40642635	www.bbc.com	2017-07-18
Global	International Relations	http://www.rappler.com/nation/176216-watch-us-hearing-human-rights-war-drugs	www.rappler.com	2017-07-20
Global	Science and Technology	https://www.space.com/37596-moon-interior-could-have-water.html; http://www.cnn.com/2017/07/24/us/moon-water-study/index.html	www.space.com; www.cnn.com	2017-07-24
Global	Politics	https://www.ft.com/content/f3982b84-7dd0-11e7-ab01-a13271d1ee9c; http://www.forexrepository.com/news/tehran-elects-first-reformist-mayor-in-14-years.htm	www.ft.com; www.forexrepository.com	2017-08-10
Global	Disaster and Accidents	https://www.4ro.com.au/news/national-news/94309-sierra-leone-mudslide-claims-350-lives; https://www.bbc.co.uk/news/world-africa-40926187	www.4ro.com.au; www.bbc.co.uk	2017-08-14
Global	Art and Culture	https://www.reuters.com/article/us-pakistan-nun-idUSKCN1AZ0AA	www.reuters.com	2017-08-19
Global	Disaster and Accidents	https://weather.com/storms/hurricane/news/hurricane-harvey-forecast-gulf-coast-texas-louisiana; http://www.nhc.noaa.gov/text/refresh/MIATCDAT4+shtml/242046.shtml?	www.weather.com; www.nhc.noaa.gov	2017-08-24
Global	Art and Culture	http://www.foxnews.com/lifestyle/2017/08/25/orchestra-closes-after-backlash-over-fat-shaming-singers.html; https://www.bbc.com/news/world-us-canada-41054254; http://globalnews.ca/news/3694284/sheraton-cadwell-orchestras-resignation-weight-email/	www.foxnews.com; www.bbc.com; www.globalnews.ca	2017-08-25
Global	International Relations	http://abcnews.go.com/International/wireStory/frances-macron-meets-venezuela-opposition-figures-49612530	www.abcnews.go.com	2017-09-04
Global	Business and Economy	https://www.bbc.com/news/business-41274202	www.bbc.com	2017-09-14
Global	Disaster and Accidents	http://www.chicagotribune.com/news/nationworld/ct-crocodile-attack-sri-lanka-20170915-story.html	www.chicagotribune.com	2017-09-15
Global	Health	http://www.who.int/mediacentre/news/releases/2017/world-hunger-report/en/	www.who.int	2017-09-15
Global	Conflicts and Attacks	https://www.iraqinews.com/arab-world-news/russian-syrian-warplanes-bombard-idlib-3rd-day/	www.iraqinews.com	2017-09-21
Global	International Relations	https://www.bbc.com/news/world-us-canada-41354664	www.bbc.com	2017-09-21
Global	Business and Economy	https://www.reuters.com/article/us-monarch-airlines-licence/britains-monarch-airlines-goes-bust-leaving-thousands-stranded-idUSKCN1C70FQ?il=0	www.reuters.com	2017-10-01
Global	Disaster and Accidents	https://www.telegraph.co.uk/news/2017/10/07/google-gets-go-ahead-restore-cell-phone-service-puerto-rico/	www.telegraph.co.uk	2017-10-07
Global	Law and Crime	https://www.bbc.co.uk/news/entertainment-arts-41597159	www.bbc.co.uk	2017-10-12
Global	Art and Culture	http://www.latimes.com/entertainment/movies/la-et-mn-harvey-weinstein-film-academy-20171014-story.html	www.latimes.com	2017-10-14
Global	Art and Culture	http://www.akorda.kz/ru/legal_acts/decrees/o-perevode-alfavita-kazahskogo-yazyka-s-kirillicy-na-latinskuyu-grafiku; https://www.rferl.org/a/nazarbaev-signs-language-decree-latin-cyrillic/28819174.html	www.akorda.kz; www.rferl.org	2017-10-27
Global	Environment	http://www.foxnews.com/world/2017/11/07/north-koreas-nuclear-test-site-causing-deformed-babies-killing-vegetation-defectors-say.html	www.foxnews.com	2017-11-07
Global	International Relations	http://www.cnn.com/2017/11/06/politics/trump-asia-south-korea-latest/index.html	www.cnn.com	2017-11-07
Global	Sport	https://www.vrt.be/vrtnws/nl/2017/11/12/rellen-in-brussel--auto-s-in-brand-en-drie-agenten-gewond/	www.vrt.be	2017-11-11
Global	Law and Crime	https://www.reuters.com/article/us-zimbabwe-politics/ousted-zimbabwe-finance-minister-chombo-in-court-over-corruption-charges-idUSKBN1DP07N; https://citizen.co.za/news/news-africa/1740487/former-zim-finance-minister-chombo-in-harare-court-on-fraud-charges/	www.reuters.com; www.citizen.co.za	2017-11-25
